编号,片段名,文本,语言,中文,label,音频路径,answer
52019,电视剧1 EP10,,马来语,开会呢不要说话了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_04_34,140_00_04_35,380_chinesetts.wav","Mesyuarat sedang berlangsung, jangan bercakap."
52020,电视剧1 EP10,,马来语,如果是你你去吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_04_37,300_00_04_38,700_chinesetts.wav","Jika anda pergi, adakah anda akan pergi?"
52021,电视剧1 EP10,,马来语,我倒是想去啊,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_04_40,100_00_04_41,460_chinesetts.wav",Saya nak pergi
52022,电视剧1 EP10,,马来语,不过以我现在的能力和资历根本不可能,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_04_42,140_00_04_44,780_chinesetts.wav","Tetapi dengan keupayaan dan kelayakan saya sekarang, ia adalah mustahil"
52023,电视剧1 EP10,,马来语,而且我对西安国家那些语言一窍不通,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_04_45,500_00_04_48,180_chinesetts.wav",Dan saya tidak tahu apa-apa tentang bahasa negara Xi'an
52024,电视剧1 EP10,,马来语,根本去不了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_04_48,900_00_04_49,740_chinesetts.wav",Tidak boleh pergi sama sekali
52025,电视剧1 EP10,,马来语,刚刚听李总夸人事三组工作表现出色,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_04_50,620_00_04_53,900_chinesetts.wav",Saya baru dengar Encik Li memuji Kumpulan Tiga kakitangan cemerlang.
52026,电视剧1 EP10,,马来语,我提议我要三组的组长去接管海外的公司,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_04_54,340_00_04_58,940_chinesetts.wav",Saya cadangkan supaya ketua ketiga-tiga kumpulan
52027,电视剧1 EP10,,马来语,是叫何娇娇是吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_04_59,860_00_05_01,820_chinesetts.wav","Namanya He Jiaojiao, kan?"
52028,电视剧1 EP10,,马来语,他经验不足,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_07,300_00_05_08,340_chinesetts.wav",Dia kurang pengalaman.
52029,电视剧1 EP10,,马来语,恐怕难以胜任,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_08,660_00_05_10,220_chinesetts.wav",Saya takut saya tidak cekap.
52030,电视剧1 EP10,,马来语,我看不如让许诺去吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_11,020_00_05_14,140_chinesetts.wav",Saya rasa lebih baik biarkan Xu Nuo pergi.
52031,电视剧1 EP10,,马来语,还跟了我这么多年,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_14,580_00_05_15,740_chinesetts.wav",dan telah bekerja dengan saya selama bertahun-tahun.
52032,电视剧1 EP10,,马来语,是时候独当一面了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_15,860_00_05_16,900_chinesetts.wav",Sudah tiba masanya untuk bersendirian
52033,电视剧1 EP10,,马来语,不是李总我,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_16,900_00_05_17,620_chinesetts.wav","Bukan Encik Li, saya"
52034,电视剧1 EP10,,马来语,何娇娇你觉得呢,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_17,620_00_05_19,180_chinesetts.wav","He Jiaojiao, apa pendapat awak?"
52035,电视剧1 EP10,,马来语,我非常认可您的看法,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_22,420_00_05_24,060_chinesetts.wav",Saya sangat setuju dengan pandangan awak.
52036,电视剧1 EP10,,马来语,可是有的时候经验和能力不一定成正比,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_24,460_00_05_27,820_chinesetts.wav",Tetapi kadang-kadang pengalaman dan keupayaan tidak semestinya berkadar
52037,电视剧1 EP10,,马来语,有时候吃的只是一个机会,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_28,540_00_05_30,020_chinesetts.wav",Kadang-kadang makan hanyalah peluang
52038,电视剧1 EP10,,马来语,你的意思是我没给你机会,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_31,860_00_05_34,420_chinesetts.wav","Maksud awak, saya tak beri awak peluang?"
52039,电视剧1 EP10,,马来语,娇娇当然不是这个意思,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_34,900_00_05_36,420_chinesetts.wav",Sudah tentu Jiaojiao tak bermaksud begitu.
52040,电视剧1 EP10,,马来语,我们公司会给每一个优秀的年轻人机会,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_36,940_00_05_39,980_chinesetts.wav",Syarikat kami akan memberi peluang kepada setiap anak muda yang cemerlang.
52041,电视剧1 EP10,,马来语,许特助走了那您的助理,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_42,100_00_05_44,700_chinesetts.wav","Selepas Pembantu Xu pergi,"
52042,电视剧1 EP10,,马来语,让何皎皎试试吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_45,900_00_05_46,980_chinesetts.wav",Biar He Jiaojiao cuba.
52043,电视剧1 EP10,,马来语,他不是说没给他机会吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_47,780_00_05_49,020_chinesetts.wav",Bukankah dia berkata dia tidak memberi dia peluang?
52044,电视剧1 EP10,,马来语,魏总你觉得呢,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_49,580_00_05_51,220_chinesetts.wav","Cik Wei, apa pendapat awak?"
52045,电视剧1 EP10,,马来语,李总的决定我都双手支持,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_51,780_00_05_53,540_chinesetts.wav",Saya sokong keputusan Encik Li.
52046,电视剧1 EP10,,马来语,何皎皎能胜任吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_54,500_00_05_56,740_chinesetts.wav","He Jiaojiao, bolehkah awak bertanggungjawab dengan baik?"
52047,电视剧1 EP10,,马来语,多谢魏总和李总的信任,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_57,460_00_05_59,100_chinesetts.wav",Terima kasih atas kepercayaan Puan Wei dan Encik Li.
52048,电视剧1 EP10,,马来语,可是我的经验不足,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_05_59,100_00_06_01,020_chinesetts.wav",Tetapi saya tidak mempunyai pengalaman
52049,电视剧1 EP10,,马来语,作为助理的话也不是太会照顾人,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_01,020_00_06_03,620_chinesetts.wav","Sebagai pembantu, dia juga tidak begitu pandai menjaga orang"
52050,电视剧1 EP10,,马来语,而且徐特助跟了您这么多年,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_04,020_00_06_05,500_chinesetts.wav","Lagipun, Pembantu Xu telah berkhidmat kepada awak selama bertahun-tahun."
52051,电视剧1 EP10,,马来语,你们想听听我的意见吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_08,220_00_06_11,060_chinesetts.wav",Adakah anda ingin mendengar pendapat saya?
52052,电视剧1 EP10,,马来语,许特助你有意见许特助你有意见,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_12,420_00_06_14,540_chinesetts.wav",-Awak ada bantahan? -Awak ada bantahan?
52053,电视剧1 EP10,,马来语,不敢不敢不敢,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_16,340_00_06_17,460_chinesetts.wav",Tak berani.
52054,电视剧1 EP10,,马来语,你想清楚了再跟我打,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_19,140_00_06_20,540_chinesetts.wav",Fikirkan dengan teliti sebelum bergaduh dengan saya
52055,电视剧1 EP10,,马来语,这次招聘的事情我听李总说了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_36,460_00_06_38,900_chinesetts.wav",Saya dengar Encik Li cakap tentang pengambilan pekerja kali ini.
52056,电视剧1 EP10,,马来语,助理的事呢你不用太担心,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_41,420_00_06_43,540_chinesetts.wav",Jangan terlalu risau tentang pembantu
52057,电视剧1 EP10,,马来语,李总看起来很严肃但其实他是一个挺好的人,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_44,060_00_06_47,220_chinesetts.wav","Encik Li nampak serius, tapi dia sebenarnya orang baik."
52058,电视剧1 EP10,,马来语,不过你要实在担心的话你也可以随时和我说,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_48,660_00_06_53,220_chinesetts.wav","Tetapi jika anda benar-benar bimbang, anda boleh memberitahu saya pada bila-bila masa"
52059,电视剧1 EP10,,马来语,以后也别叫我王总了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_53,980_00_06_54,980_chinesetts.wav",Jangan panggil saya Encik Wang lagi
52060,电视剧1 EP10,,马来语,叫我雅涵姐吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_55,180_00_06_56,220_chinesetts.wav",Panggil saya Kak Yahan.
52061,电视剧1 EP10,,马来语,多谢魏总关心,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_56,780_00_06_57,740_chinesetts.wav",Terima kasih atas keprihatinan Encik Wei
52062,电视剧1 EP10,,马来语,你那有事你就先去忙,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_06_59,460_00_07_00,820_chinesetts.wav","Jika anda mempunyai sesuatu untuk dilakukan, pergi dan sibuk dahulu"
52063,电视剧1 EP10,,马来语,好拜拜微信,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_01,380_00_07_03,220_chinesetts.wav","Baiklah, jumpa lagi, WeChat."
52064,电视剧1 EP10,,马来语,外层好温柔啊,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_06,180_00_07_07,580_chinesetts.wav",Lapisan luar sangat lembut.
52065,电视剧1 EP10,,马来语,这个好看吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_11,540_00_07_12,780_chinesetts.wav",Adakah ini kelihatan baik?
52066,电视剧1 EP10,,马来语,可是姐姐找我有事,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_18,220_00_07_19,740_chinesetts.wav","Namun, kakak ada urusan dengan saya."
52067,电视剧1 EP10,,马来语,贵妃娘娘请您去朝日宫一叙,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_20,580_00_07_22,740_chinesetts.wav","Puan, sila pergi ke Istana Zhaori."
52068,电视剧1 EP10,,马来语,走吧小松子,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_24,580_00_07_25,500_chinesetts.wav","Jom, Si Kura-kura."
52069,电视剧1 EP10,,马来语,把我亲手做的茯苓糕带上,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_25,500_00_07_27,060_chinesetts.wav",Bawa kek Poria yang saya buat sendiri
52070,电视剧1 EP10,,马来语,给姐姐尝尝,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_27,340_00_07_27,860_chinesetts.wav",Biar kakak cuba.
52071,电视剧1 EP10,,马来语,你要不再梳妆打扮一番,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_29,540_00_07_31,660_chinesetts.wav",Apa kata awak berdandan lagi?
52072,电视剧1 EP10,,马来语,我们家娘娘听说你已经好几日没见过皇上了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_34,060_00_07_37,660_chinesetts.wav",Puan kami dengar awak dah tak jumpa maharaja beberapa hari.
52073,电视剧1 EP10,,马来语,他要求皇上一同前去抓他,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_38,180_00_07_40,580_chinesetts.wav",Dia mahu maharaja pergi tangkap dia.
52074,电视剧1 EP10,,马来语,姐姐待我可真是太好了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_42,260_00_07_43,860_chinesetts.wav",Kakak layan saya dengan baik.
52075,电视剧1 EP10,,马来语,太好了小主,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_48,860_00_07_49,740_chinesetts.wav","Bagus, puan."
52076,电视剧1 EP10,,马来语,现在你也醒了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_53,900_00_07_55,460_chinesetts.wav",Sekarang awak sudah bangun
52077,电视剧1 EP10,,马来语,给皇上请安,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_58,380_00_07_59,500_chinesetts.wav","Salam sejahtera, tuanku."
52078,电视剧1 EP10,,马来语,给贵妃娘娘请安,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_07_59,500_00_08_00,620_chinesetts.wav","Salam sejahtera, puan."
52079,电视剧1 EP10,,马来语,没想到你们两个关系倒是亲密,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_04,340_00_08_07,100_chinesetts.wav",Saya tidak sangka kamu berdua mempunyai hubungan yang rapat
52080,电视剧1 EP10,,马来语,正好那就一同赏花吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_07,620_00_08_09,940_chinesetts.wav",Mari kita nikmati bunga bersama-sama.
52081,电视剧1 EP10,,马来语,我和妹妹一见如故,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_11,420_00_08_13,020_chinesetts.wav",Saya dan adik saya berkawan dengan segera
52082,电视剧1 EP10,,马来语,皇上喜欢妹妹,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_13,580_00_08_14,980_chinesetts.wav",Maharaja suka adik perempuan.
52083,电视剧1 EP10,,马来语,我自然也喜欢他,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_14,980_00_08_16,420_chinesetts.wav",Sememangnya saya juga menyukainya
52084,电视剧1 EP10,,马来语,您看这远,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_18,100_00_08_19,220.wav",Lihatlah jauh ini
52085,电视剧1 EP10,,马来语,还有什么想法,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_19,220_00_08_20,460_chinesetts.wav",Ada apa-apa idea lagi?
52086,电视剧1 EP10,,马来语,臣妾才疏学浅看不懂,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_28,780_00_08_32,300_chinesetts.wav",Patik tak faham puisi ini.
52087,电视剧1 EP10,,马来语,想到什么就说什么,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_33,460_00_08_34,660_chinesetts.wav",Katakan apa sahaja yang anda fikirkan
52088,电视剧1 EP10,,马来语,这幅画挺漂亮的,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_36,620_00_08_42,220_chinesetts.wav",Lukisan ini agak cantik
52089,电视剧1 EP10,,马来语,还有还有他画的好,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_47,460_00_08_51,660_chinesetts.wav",Dan dia melukis dengan baik
52090,电视剧1 EP10,,马来语,这是全朝最负盛名的画家黄可凡的真迹,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_53,820_00_08_57,420_chinesetts.wav","Inilah karya asal Huang Kexin, pelukis yang paling terkenal di negara ini."
52091,电视剧1 EP10,,马来语,到了你的嘴里都是显得有些俗气了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_58,020_00_09_01,140_chinesetts.wav",Ia kedengaran agak klise di mulut anda
52092,电视剧1 EP10,,马来语,皇上您何必生气,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_01,420_00_09_03,700_chinesetts.wav","Tuanku, jangan marah."
52093,电视剧1 EP10,,马来语,明月妹妹小时候没念过什么书,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_03,980_00_09_06,260_chinesetts.wav",Kakak Mingyue tidak pernah membaca buku semasa dia kecil
52094,电视剧1 EP10,,马来语,鉴赏不来也是正常,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_06,460_00_09_08,020_chinesetts.wav",Biasalah jika anda tidak dapat menghargai
52095,电视剧1 EP10,,马来语,您又何必苛责他,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_08,420_00_09_09,820_chinesetts.wav",Kenapa awak perlu memarahi dia?
52096,电视剧1 EP10,,马来语,还是臣妾来陪你赏画吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_10,380_00_09_12,380_chinesetts.wav",Biar patik temani tuanku untuk menikmati lukisan.
52097,电视剧1 EP10,,马来语,这唐大家的真气果然不同凡响,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_14,340_00_09_17,180_chinesetts.wav",Benar-benar hebatnya keupayaan Tang Besar.
52098,电视剧1 EP10,,马来语,您看这眼神,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_18,100_00_09_19,260_chinesetts.wav",Tengok mata awak
52099,电视剧1 EP10,,马来语,普通人画眼线往往用淡墨而他却反其道而行之,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_19,780_00_09_24,700_chinesetts.wav","Orang biasa biasanya menggunakan dakwat yang ringan untuk melukis kening, tetapi dia melakukan sebaliknya"
52100,电视剧1 EP10,,马来语,把远处的山脉用浓墨重彩表现出来,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_24,780_00_09_27,900_chinesetts.wav",Lukis pergunungan jauh dengan warna yang terang.
52101,电视剧1 EP10,,马来语,可谓是以先观天地而天地尽在心中,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_28,460_00_09_33,260_chinesetts.wav","Dia pandang langit dan bumi sebelum membuat keputusan,"
52102,电视剧1 EP10,,马来语,不愧是朕的爱妃,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_37,620_00_09_38,900_chinesetts.wav",Awak memang gundik kesayangan beta.
52103,电视剧1 EP10,,马来语,行了你们继续,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_41,620_00_09_43,900_chinesetts.wav","Okay, awak teruskan"
52104,电视剧1 EP10,,马来语,姐姐对不起,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_56,540_00_09_58,020_chinesetts.wav","Kakak, saya minta maaf"
52105,电视剧1 EP10,,马来语,你一个好一个无情啊我却破坏了你和皇上的雅兴,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_58,700_00_10_02,460_chinesetts.wav","Awak baik hati, tapi tak berbelas kasihan. Saya pula merosakkan keseronokan awak dan maharaja."
52106,电视剧1 EP10,,马来语,姐姐你不可能这样对我,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_13,300_00_10_15,180_chinesetts.wav","Kakak, awak tak boleh buat ini kepada saya"
52107,电视剧1 EP10,,马来语,你既然已经猜到了为什么还要如此天真,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_15,180_00_10_18,620_chinesetts.wav","Memandangkan anda sudah meneka, mengapa anda masih begitu naif?"
52108,电视剧1 EP10,,马来语,真是好手段啊,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_20,900_00_10_22,220_chinesetts.wav",Ini memang helah yang baik
52109,电视剧1 EP10,,马来语,你几番搭救我刻意接近我就是为了了解我的弱点是吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_23,820_00_10_29,780_chinesetts.wav","Awak selamatkan saya beberapa kali dan sengaja mendekati saya hanya untuk memahami kelemahan saya, bukan?"
52110,电视剧1 EP10,,马来语,你深知我出身平凡不懂绘画更别提鉴赏了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_31,140_00_10_35,820_chinesetts.wav",Awak tahu saya berasal dari keluarga biasa dan tak tahu melukis apatah lagi menghayati lukisan.
52111,电视剧1 EP10,,马来语,今天你让我过来就是为了让皇上对我心生厌恶,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_37,420_00_10_41,740_chinesetts.wav",Awak suruh saya datang hari ini hanya untuk buat maharaja benci saya.
52112,电视剧1 EP10,,马来语,妹妹果真有一颗七巧玲珑的心啊,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_42,100_00_10_44,580_chinesetts.wav",Adik memang mempunyai hati yang rumit
52113,电视剧1 EP10,,马来语,天下熙熙皆为利来,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_46,420_00_10_48,820_chinesetts.wav",Semua orang di dunia ini berbuat demi keuntungan.
52114,电视剧1 EP10,,马来语,这皇宫里什么都有就是不可能有真正的姐妹情谊,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_51,020_00_10_56,900_chinesetts.wav",Tiada persahabatan sebenar antara saudara perempuan
52115,电视剧1 EP10,,马来语,我定会谨记贵妃娘娘说的话,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_58,740_00_11_01,340_chinesetts.wav",Saya pasti akan ingat kata-kata puan.
52116,电视剧1 EP10,,马来语,这就回去好好反思,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_11_02,460_00_11_03,980_chinesetts.wav",Saya akan kembali dan berfikir dengan teliti
52117,电视剧1 EP10,,马来语,您为什么提议让他去接替呢,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_11_13,340_00_11_15,580_chinesetts.wav",Mengapa awak cadangkan dia menggantikan awak?
52118,电视剧1 EP10,,马来语,就他现在的资历根本就不可能辅佐海外业务,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_11_17,060_00_11_21,220_chinesetts.wav","Dengan kelayakannya sekarang, dia tak dapat membantu operasi luar negara."
