编号,片段名,文本,语言,中文,label,音频路径,answer
52090,电视剧1 EP10,,马来语,这是全朝最负盛名的画家黄可凡的真迹,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_53,820_00_08_57,420_chinesetts.wav","Ini lukisan asal Huang Kefa, pelukis yang paling terkenal di seluruh China."
52091,电视剧1 EP10,,马来语,到了你的嘴里都是显得有些俗气了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_08_58,020_00_09_01,140_chinesetts.wav","Kalau awak kata begitu, ia akan nampak agak murahan."
52092,电视剧1 EP10,,马来语,皇上您何必生气,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_01,420_00_09_03,700_chinesetts.wav",Maharaja. Tak perlu murka.
52093,电视剧1 EP10,,马来语,明月妹妹小时候没念过什么书,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_03,980_00_09_06,260_chinesetts.wav",Kak Mingyue tak pernah belajar apa-apa semasa kecil.
52094,电视剧1 EP10,,马来语,鉴赏不来也是正常,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_06,460_00_09_08,020_chinesetts.wav",Tak dapat menghargai mereka adalah perkara biasa.
52095,电视剧1 EP10,,马来语,您又何必苛责他,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_08,420_00_09_09,820_chinesetts.wav",Jangan salahkan dia.
52096,电视剧1 EP10,,马来语,还是臣妾来陪你赏画吧,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_10,380_00_09_12,380_chinesetts.wav",Biar patik menemani awak menikmati lukisan.
52097,电视剧1 EP10,,马来语,这唐大家的真气果然不同凡响,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_14,340_00_09_17,180_chinesetts.wav",Kekuatan dalaman awak memang hebat.
52098,电视剧1 EP10,,马来语,您看这眼神,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_18,100_00_09_19,260_chinesetts.wav",Tengok mata awak.
52099,电视剧1 EP10,,马来语,普通人画眼线往往用淡墨而他却反其道而行之,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_19,780_00_09_24,700_chinesetts.wav","Orang biasa sering menggunakan dakwat nipis untuk melukis mata, tapi dia berbuat sebaliknya."
52100,电视剧1 EP10,,马来语,把远处的山脉用浓墨重彩表现出来,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_24,780_00_09_27,900_chinesetts.wav",Ia menggambarkan pergunungan yang jauh dengan dakwat yang tebal.
52101,电视剧1 EP10,,马来语,可谓是以先观天地而天地尽在心中,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_28,460_00_09_33,260_chinesetts.wav","Boleh dikatakan dia memandang langit dan bumi terlebih dahulu, lalu langit dan bumi berada dalam hatinya."
52102,电视剧1 EP10,,马来语,不愧是朕的爱妃,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_37,620_00_09_38,900_chinesetts.wav",Sesungguhnya awak permaisuri yang baik.
52103,电视剧1 EP10,,马来语,行了你们继续,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_41,620_00_09_43,900_chinesetts.wav",Dah. Teruskanlah.
52104,电视剧1 EP10,,马来语,姐姐对不起,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_56,540_00_09_58,020_chinesetts.wav","Kak, maafkan saya."
52105,电视剧1 EP10,,马来语,你一个好一个无情啊我却破坏了你和皇上的雅兴,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_09_58,700_00_10_02,460_chinesetts.wav","Awak baik, saya pula kejam. Namun, saya mengganggu ketenangan awak dan maharaja."
52106,电视剧1 EP10,,马来语,姐姐你不可能这样对我,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_13,300_00_10_15,180_chinesetts.wav","Kak, awak tak mungkin akan lakukan ini kepada saya."
52107,电视剧1 EP10,,马来语,你既然已经猜到了为什么还要如此天真,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_15,180_00_10_18,620_chinesetts.wav","Memandangkan awak sudah menduga, mengapa awak masih bersikap naif?"
52108,电视剧1 EP10,,马来语,真是好手段啊,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_20,900_00_10_22,220_chinesetts.wav",Cara yang bagus.
52109,电视剧1 EP10,,马来语,你几番搭救我刻意接近我就是为了了解我的弱点是吗,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_23,820_00_10_29,780_chinesetts.wav","Awak berulang kali menyelamatkan saya. Awak sengaja mendekati saya untuk mengetahui kelemahan saya, betul tak?"
52110,电视剧1 EP10,,马来语,你深知我出身平凡不懂绘画更别提鉴赏了,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_31,140_00_10_35,820_chinesetts.wav",Awak tahu saya berasal daripada keluarga biasa. Saya tak faham melukis apatah lagi menghargai lukisan.
52111,电视剧1 EP10,,马来语,今天你让我过来就是为了让皇上对我心生厌恶,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_37,420_00_10_41,740_chinesetts.wav",Awak mengajak saya ke sini hari ini untuk membuat maharaja membenci saya.
52112,电视剧1 EP10,,马来语,妹妹果真有一颗七巧玲珑的心啊,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_42,100_00_10_44,580_chinesetts.wav",Awak benar-benar mempunyai hati yang bijaksana.
52113,电视剧1 EP10,,马来语,天下熙熙皆为利来,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_46,420_00_10_48,820_chinesetts.wav",Dunia ini dipenuhi dengan kepentingan.
52114,电视剧1 EP10,,马来语,这皇宫里什么都有就是不可能有真正的姐妹情谊,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_51,020_00_10_56,900_chinesetts.wav","Di dalam istana, segala-galanya ada. Namun, tiada ikatan adik-beradik sebenar."
52115,电视剧1 EP10,,马来语,我定会谨记贵妃娘娘说的话,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_10_58,740_00_11_01,340_chinesetts.wav",Saya akan ingat apa yang tuan puteri katakan.
52116,电视剧1 EP10,,马来语,这就回去好好反思,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_11_02,460_00_11_03,980_chinesetts.wav",Awak balik dan fikirkan baik-baik.
52117,电视剧1 EP10,,马来语,您为什么提议让他去接替呢,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_11_13,340_00_11_15,580_chinesetts.wav",Mengapa awak mencadangkan dia untuk menggantikannya?
52118,电视剧1 EP10,,马来语,就他现在的资历根本就不可能辅佐海外业务,测试集a,"/alg_2025_audios_final/电视剧1 EP10/电视剧1 EP10_00_11_17,060_00_11_21,220_chinesetts.wav","Dengan kelayakannya sekarang, dia takkan dapat membantu urusan luar negara."
